Id_micro,Asignatura,Macro adquirido,Microcompetencia,Macro ref,MacroCompetencias (MC),RA padre (from MacroCompetencias (MC)),CursosActual,Tipologia,Id_asignatura,Fecha creacion,CursosNuevos,auto_number
neo_uC201,Fundamentos de programación,9.1,Reconoce la importancia de manifestar actitudes colaborativas y profesionales con comportamiento ético y responsable en el desarrollo de los trabajos asignados. ,MC9,MC9,"RA4,RA7",PA23-FUN,Sistemas organizacionales y de información,PA23-FUN,13/04/2023 16:46,,201
neo_uC202,Fundamentos de programación,10.1,Identifica que la complejidad computacional de las soluciones algorítmicas puede tener un impacto económico y ambiental en los aspectos técnicos y administrativos del desarrollo de sistemas informáticos ,MC10,MC10,"RA4,RA6",PA23-FUN,Sistemas organizacionales y de información,PA23-FUN,13/04/2023 17:38,,202
neo_uC203,Fundamentos de programación,11.1,"Realiza en grupo una exposición audiovisual de forma clara acerca de temas de actualidad en informática, distribuyendo adecuadamente el trabajo entre los integrantes del grupo.  ",MC11,MC11,"RA5,RA7,RA3",PA23-FUN,Sistemas organizacionales y de información,PA23-FUN,14/04/2023 18:02,,203
neo_uC204,Fundamentos de programación,13.1,Implementa técnicas estadísticas básicas como aplicación del desarrollo de soluciones algorítmicas ,MC13,MC13,"RA6,RA3",PA23-FUN,Sistemas organizacionales y de información,PA23-FUN,13/04/2023 17:38,,204
neo_uC205,Fundamentos de programación,15.1,"Desarrollar  la habilidad para evaluar la complejidad computacional de problemas, mediante el conocimiento de estrategias algorítmicas de solución, e implementar la que ofrezca mayor garantía de rendimiento para satisfacer requisitos establecidos.    ",MC15,MC15,"RA6,RA4",PA23-FUN,Sistemas organizacionales y de información,PA23-FUN,13/04/2023 16:46,,205
neo_uC206,Fundamentos de programación,16.1,"Motivar mediante temas de consulta e investigación, la iniciativa de buscar el mejoramiento de sus conocimientos en el desarrollo de sistemas informáticos.",MC16,MC16,"RA7,RA3",PA23-FUN,Sistemas organizacionales y de información,PA23-FUN,13/04/2023 17:38,,206
neo_uC207,Ingeniería de Software I,1.1,Reconoce problemas de la organización que pueden ser solucionados a través de la implementación de un sistema software,MC1,MC1,"RA1,RA3",PA24-ING,Ingeniería de Software,PA24-ING,15/02/2023 11:23,,207
neo_uC208,Ingeniería de Software I,2.1,Identifica los requerimientos funcionales y no funcionales asociados al sistema software a intervenir,MC2,MC2,"RA1,RA3,RA7",PA24-ING,Ingeniería de Software,PA24-ING,01/02/2023 10:51,,208
neo_uC209,Ingeniería de Software I,2.2,Gestiona los requerimientos funcionales y no funcionales asociados al sistema software a intervenir,MC2,MC2,"RA1,RA3,RA7",PA24-ING,Ingeniería de Software,PA24-ING,01/02/2023 10:51,,209
neo_uC210,Ingeniería de Software I,2.3,Especifica los requerimientos funcionales y no funcionales asociados al sistema software a intervenir,MC2,MC2,"RA1,RA3,RA7",PA24-ING,Ingeniería de Software,PA24-ING,01/02/2023 10:51,,210
neo_uC211,Ingeniería de Software I,3.1,Identifica los componentes y las interacciones entre los mismos que hacen parte de la arquitectura software del sistema a construir como solución del problema organizacional a resolver,MC3,MC3,"RA1,RA2,RA6",PA24-ING,Ingeniería de Software,PA24-ING,08/02/2023 11:13,,211
neo_uC212,Ingeniería de Software I,3.2,Diseña de forma detallada los componentes software que hacen parta de la solución identificando como aplicar principios y patrones de diseño,MC3,MC3,"RA1,RA2,RA6",PA24-ING,Ingeniería de Software,PA24-ING,08/02/2023 11:13,,212
neo_uC213,Ingeniería de Software I,3.3,Utiliza lenguajes de modelado para expresar y comunicar el diseño realizado del sistema software ,MC3,MC3,"RA1,RA2,RA6",PA24-ING,Ingeniería de Software,PA24-ING,08/02/2023 11:13,,213
neo_uC214,Ingeniería de Software I,4.1,Entiende los estilos arquitecturales susceptibles de ser utilizados para la implementación de un sistema software,MC4,MC4,"RA2,RA1",PA24-ING,Ingeniería de Software,PA24-ING,15/02/2023 11:23,,214
neo_uC215,Ingeniería de Software I,5.1,Propone una arquitectura software que permita estructurar el sistema software a intervenir,MC5,MC5,"RA2,RA7",PA24-ING,Ingeniería de Software,PA24-ING,01/02/2023 10:51,,215
neo_uC216,Ingeniería de Software I,5.2,Aplica principios y patrones de diseño software cuando se requiera solucionar un problema de diseño existente ,MC5,MC5,"RA2,RA7",PA24-ING,Ingeniería de Software,PA24-ING,01/02/2023 10:51,,216
neo_uC217,Ingeniería de Software I,5.3,Evalúa las opciones propuestas para determinar en el contexto del problema la solución más pertinente,MC5,MC5,"RA2,RA7",PA24-ING,Ingeniería de Software,PA24-ING,01/02/2023 10:51,,217
neo_uC218,Ingeniería de Software I,6.1,Evalúa el diseño de la solución mediante el planteamiento de escenarios de uso para verificar el cumplimiento de los requerimientos funcionales y no funcionales del problema a solucionar,MC6,MC6,"RA2,RA7",PA24-ING,Ingeniería de Software,PA24-ING,08/02/2023 11:13,,218
neo_uC219,Ingeniería de Software I,6.2,"Entiende el impacto de la solución software modelada en factores culturales, sociales ambientales y económico.",MC6,MC6,"RA2,RA7",PA24-ING,Ingeniería de Software,PA24-ING,08/02/2023 11:13,,219
neo_uC220,Ingeniería de Software I,7.1,Utiliza lenguajes de modelado software para expresar los conceptos centrales que hacen parte de la descripción de situación problema a abordar y del diseño de la solución software a desarrollar ,MC7,MC7,"RA3,RA1,RA6",PA24-ING,Ingeniería de Software,PA24-ING,15/02/2023 11:23,,220
neo_uC221,Ingeniería de Software I,7.2,"Documenta adecuadamente la solución software desarrollada en diferentes niveles como control de versiones, código fuente y documentos técnicos",MC7,MC7,"RA3,RA1,RA6",PA24-ING,Ingeniería de Software,PA24-ING,15/02/2023 11:23,,221
neo_uC222,Ingeniería de Software I,7.3,Presenta la solución desarrollada desde la perspectiva de producto que va a orientada a clientes y usuarios finales de la solución software,MC7,MC7,"RA3,RA1,RA6",PA24-ING,Ingeniería de Software,PA24-ING,15/02/2023 11:23,,222
neo_uC223,Ingeniería de Software I,9.1,"Comprende que los sistemas software hacen parte de la base tecnológica que soporta gran parte de las actividades humanas en diferentes áreas (salud, comercio, educación, finanzas, interacción, etc.)",MC9,MC9,"RA4,RA7",PA24-ING,Ingeniería de Software,PA24-ING,08/02/2023 11:13,,223
neo_uC224,Ingeniería de Software I,9.2,Comprende que una mala práctica en el desarrollo de sistemas software pueden tener un alto impacto social en el contexto de uso del sistema. ,MC9,MC9,"RA4,RA7",PA24-ING,Ingeniería de Software,PA24-ING,08/02/2023 11:13,,224
neo_uC225,Ingeniería de Software I,10.1,Comprende las implicaciones económicas asociadas al proceso de desarrollo software escogido y a la utilización de buenas prácticas de desarrollo,MC10,MC10,"RA4,RA6",PA24-ING,Ingeniería de Software,PA24-ING,15/02/2023 11:23,,225
neo_uC226,Ingeniería de Software I,10.2,Comprende el posible impacto de social que tiene en la sociedad moderna la utilización de software para apoyar las diversas actividades humanas,MC10,MC10,"RA4,RA6",PA24-ING,Ingeniería de Software,PA24-ING,15/02/2023 11:23,,226
neo_uC227,Ingeniería de Software I,10.3,Comprende que el diseño software tiene fuertes implicaciones en el uso de los recursos computacionales de la infraestructura utilizada para desplegarlo y que este uso tiene actualmente un impacto ambiental importante ,MC10,MC10,"RA4,RA6",PA24-ING,Ingeniería de Software,PA24-ING,15/02/2023 11:23,,227
neo_uC228,Ingeniería de Software I,11.1,Reconoce los roles existentes y las responsabilidades asociadas los roles en un equipo de desarrollo software,MC11,MC11,"RA5,RA7,RA3",PA24-ING,Ingeniería de Software,PA24-ING,01/02/2023 10:51,,228
neo_uC229,Ingeniería de Software I,11.2,Participa en la planeación de la unidad de trabajo que cada miembro del equipo aporta en una iteración del proceso de desarrollo de software,MC11,MC11,"RA5,RA7,RA3",PA24-ING,Ingeniería de Software,PA24-ING,01/02/2023 10:51,,229
neo_uC230,Ingeniería de Software I,12.1,"Utiliza herramientas de gestión de proyectos software que permiten crear y asignar actividades, seguir el estado de avance en el desarrollo de un sistema software que utiliza un proceso ágil.",MC12,MC12,"RA5,RA7,RA3",PA24-ING,Ingeniería de Software,PA24-ING,08/02/2023 11:13,,230
neo_uC231,Ingeniería de Software I,12.2,Utiliza herramientas de control de versiones que permite tener la trazabilidad de cambio en una base de código para el desarrollo de un sistema software,MC12,MC12,"RA5,RA7,RA3",PA24-ING,Ingeniería de Software,PA24-ING,08/02/2023 11:13,,231
neo_uC232,Ingeniería de Software I,12.3,Comprende la importancia de las herramientas de reporte y gestión de incidencias en el proceso de desarrollo y mantenimiento de un producto software.,MC12,MC12,"RA5,RA7,RA3",PA24-ING,Ingeniería de Software,PA24-ING,08/02/2023 11:13,,232
neo_uC233,Ingeniería de Software I,13.1,Analiza los datos proporcionados como resultados de las pruebas software realizadas a un sistema ,MC13,MC13,"RA6,RA3",PA24-ING,Ingeniería de Software,PA24-ING,15/02/2023 11:23,,233
neo_uC234,Ingeniería de Software I,13.2,Analiza las trazas generadas por un sistema software en ejecución a través de las herramientas conceptuales y técnicas adecuadas (más de software III como electiva),MC13,MC13,"RA6,RA3",PA24-ING,Ingeniería de Software,PA24-ING,15/02/2023 11:23,,234
neo_uC235,Ingeniería de Software I,15.1,Comprende la importancia de las pruebas software a diferentes niveles para validar el desempeño de un producto software desarrollado.,MC15,MC15,"RA6,RA4",PA24-ING,Ingeniería de Software,PA24-ING,08/02/2023 11:13,,235
neo_uC236,Ingeniería de Software I,15.2,Establece un plan de pruebas que permite validar el desempeño de la solución en términos de cumplimiento de los requerimientos funcionales y no funcionales.,MC15,MC15,"RA6,RA4",PA24-ING,Ingeniería de Software,PA24-ING,08/02/2023 11:13,,236
neo_uC237,Ingeniería de Software I,15.3,Automatiza y ejecuta planes de prueba que permitan validar el desempeño del sistema software construido,MC15,MC15,"RA6,RA4",PA24-ING,Ingeniería de Software,PA24-ING,08/02/2023 11:13,,237
neo_uC238,Ingeniería de Software I,16.1,Utiliza los espacios de trabajo independiente para aprender tecnologías y profundizar en conceptos que le permitan desarrollar el proyecto software del curso,MC16,MC16,"RA7,RA3",PA24-ING,Ingeniería de Software,PA24-ING,15/02/2023 11:23,,238
neo_uC239,Ingeniería de Software I,17.1,Reconoce que parte (mucha) de la temática asociada a la ingeniería de software es presentada como una introducción y determina que el aprendizaje se debe orientar según la necesidad propia durante el ejercicio profesional,MC17,MC17,"RA7,RA4,RA5",PA24-ING,Ingeniería de Software,PA24-ING,01/02/2023 10:51,,239
neo_uC240,Inteligenia artificial I,1.1,"Aplica conceptos básicos de aprendizaje de máquina para analizar
 problemas acotados de ingeniería",MC1,MC1,"RA1,RA3",PA29-INT,Analítica de datos,PA29-INT,01/02/2023 10:55,,240
neo_uC241,Inteligenia artificial I,1.2,Identifica problemas de las organizaciones que pueden ser modelados mediante el análisis de datos.,MC1,MC1,"RA1,RA3",PA29-INT,Analítica de datos,PA29-INT,01/02/2023 10:55,,241
neo_uC242,Inteligenia artificial I,2.1,Identifica las variables que inciden en la definición de un problema relacionado con análisis de datos,MC2,MC2,"RA1,RA3,RA7",PA29-INT,Analítica de datos,PA29-INT,15/02/2023 10:33,,242
neo_uC243,Inteligenia artificial I,4.1,Diseña una metodología para el tratamiento y representación de datos que permitan aproximar una solución específica en una organización,MC4,MC4,"RA2,RA1",PA29-INT,Analítica de datos,PA29-INT,01/02/2023 10:55,,243
neo_uC244,Inteligenia artificial I,5.1,Aplica esquemas de aprendizaje supervisado para diseñar soluciones a necesidades específicas de las organizaciones,MC5,MC5,"RA2,RA7",PA29-INT,Analítica de datos,PA29-INT,15/02/2023 10:33,,244
neo_uC245,Inteligenia artificial I,5.2,Interpreta las capacidades y restricciones de metodologías de análisis de datos para dar soluciones específicas en organizaciones. ,MC5,MC5,"RA2,RA7",PA29-INT,Analítica de datos,PA29-INT,15/02/2023 10:33,,245
neo_uC246,Inteligenia artificial I,7.2,Responde de manera apropiada en un ambiente colaborativo,MC7,MC7,"RA3,RA1,RA6",PA29-INT,Analítica de datos,PA29-INT,01/02/2023 10:55,,246
neo_uC247,Inteligenia artificial I,7.3,"Compone reportes técnicos que describen la definición de un experimento, y el ajuste y validación de un modelo de datos.",MC7,MC7,"RA3,RA1,RA6",PA29-INT,Analítica de datos,PA29-INT,01/02/2023 10:55,,247
neo_uC248,Inteligenia artificial I,8.1,Organiza equipos de trabajo para la consecución efectiva de proyectos,MC8,MC8,"RA4,RA5",PA29-INT,Analítica de datos,PA29-INT,15/02/2023 10:33,,248
neo_uC249,Inteligenia artificial I,10.1,Comprende el impacto social y ambiental de una solución propuesta que incluye componentes de inteligencia artificial,MC10,MC10,"RA4,RA6",PA29-INT,Analítica de datos,PA29-INT,01/02/2023 10:55,,249
neo_uC250,Inteligenia artificial I,10.2,Identifica los componentes en un modelo de datos que pueden tener un impacto social y ambiental en el contexto que se desarrolla,MC10,MC10,"RA4,RA6",PA29-INT,Analítica de datos,PA29-INT,01/02/2023 10:55,,250
neo_uC251,Inteligenia artificial I,10.3,"Analiza el impacto económico de una potencial solución, implementada desde un paradigma de aprendizaje de máquina. ",MC10,MC10,"RA4,RA6",PA29-INT,Analítica de datos,PA29-INT,01/02/2023 10:55,,251
neo_uC252,Inteligenia artificial I,11.1,Estructura una lista de actividades orientadas a resolver problemas en el marco de análisis de datos,MC11,MC11,"RA5,RA7,RA3",PA29-INT,Analítica de datos,PA29-INT,15/02/2023 10:33,,252
neo_uC253,Inteligenia artificial I,11.2,"Ejecuta roles en un equipo de trabajo para resolver problemas de datos, que incluye la recolección, depuración y ajuste de modelos. ",MC11,MC11,"RA5,RA7,RA3",PA29-INT,Analítica de datos,PA29-INT,15/02/2023 10:33,,253
neo_uC254,Inteligenia artificial I,13.2,Utilizar las técnicas propias de la probabilidad y estadística para analizar y validar el comportamiento de modelos ajustados con datos.,MC13,MC13,"RA6,RA3",PA29-INT,Analítica de datos,PA29-INT,01/02/2023 10:55,,254
neo_uC255,Inteligenia artificial I,13.3,Comprende el funcionamiento básico de modelos de datos y explica los resultados obtenidos desde los principios de modelamiento.,MC13,MC13,"RA6,RA3",PA29-INT,Analítica de datos,PA29-INT,01/02/2023 10:55,,255
neo_uC256,Inteligenia artificial I,14.1, Identifica las ventajas y limitaciones de metodologías de aprendizaje de máquina con respecto al conjunto de datos que define un problema,MC14,MC14,"RA6,RA3,RA4",PA29-INT,Analítica de datos,PA29-INT,15/02/2023 10:33,,256
neo_uC257,Inteligenia artificial I,16.3,Identifica los componentes básicos para la depuración y análisis de datos. ,MC16,MC16,"RA7,RA3",PA29-INT,Analítica de datos,PA29-INT,01/02/2023 10:55,,257
neo_uC258,Inteligenia artificial I,17.1,Reconoce limitaciones en componentes de conocimiento profesional que pueden impactar en su ejercicio profesional,MC17,MC17,"RA7,RA4,RA5",PA29-INT,Analítica de datos,PA29-INT,15/02/2023 10:33,,258
neo_uC259,Inteligenia artificial I,17.2,Define estrategias de aprendizaje autonomo para suplir conocimientos que fortalezcan sus saberes profesionales,MC17,MC17,"RA7,RA4,RA5",PA29-INT,Analítica de datos,PA29-INT,15/02/2023 10:33,,259
neo_uC260,Inteligenia artificial I,17.3,Encuentra recursos bibliográficos que pueden acompañar sus estrategias de aprendizaje autónomo,MC17,MC17,"RA7,RA4,RA5",PA29-INT,Analítica de datos,PA29-INT,15/02/2023 10:33,,260
neo_uC261,Matemáticas discretas,1.1,Identifica características de un problema para decidir el tipo de algoritmo a emplear para su solución,MC1,MC1,"RA1,RA3",PA30-MAT,Algoritmos y procesamiento de señales,PA30-MAT,08/02/2023 10:50,,261
neo_uC262,Matemáticas discretas,3.1,Identifica las características de un problema que puede ser representado mediante grafos y propone su representación más eficiente.,MC3,MC3,"RA1,RA2,RA6",PA30-MAT,Algoritmos y procesamiento de señales,PA30-MAT,01/02/2023 11:14,,262
neo_uC263,Matemáticas discretas,4.1,Aplica la lógica proposicional y de predicados para enunciar simbólicamente un problema específico de una organización.,MC4,MC4,"RA2,RA1",PA30-MAT,Algoritmos y procesamiento de señales,PA30-MAT,08/02/2023 10:50,,263
neo_uC264,Matemáticas discretas,4.2,"Aplica la teoría de conjuntos, relaciones y funciones para resolver problemas de manejo de datos estructurados.",MC4,MC4,"RA2,RA1",PA30-MAT,Algoritmos y procesamiento de señales,PA30-MAT,08/02/2023 10:50,,264
neo_uC265,Matemáticas discretas,4.3,Aplica la teoría de grafos para resolver problemas que requieran minimizar distancias o costos.,MC4,MC4,"RA2,RA1",PA30-MAT,Algoritmos y procesamiento de señales,PA30-MAT,08/02/2023 10:50,,265
neo_uC266,Matemáticas discretas,6.2,Determina la complejidad computacional de algoritmos iterativos y algoritmos recursivos.,MC6,MC6,"RA2,RA7",PA30-MAT,Algoritmos y procesamiento de señales,PA30-MAT,01/02/2023 11:14,,266
neo_uC267,Matemáticas discretas,7.1,Redacta informes de resultados de aplicación de la teoría de grafos usando editores de texto científico.,MC7,MC7,"RA3,RA1,RA6",PA30-MAT,Algoritmos y procesamiento de señales,PA30-MAT,08/02/2023 10:50,,267
neo_uC268,Matemáticas discretas,9.1,Determina la validez de un argumento lógico.,MC9,MC9,"RA4,RA7",PA30-MAT,Algoritmos y procesamiento de señales,PA30-MAT,01/02/2023 11:14,,268
neo_uC269,Matemáticas discretas,10.1,Analiza el costo computacional de los algoritmos propuestos para determinar el costo asociado a la solución.,MC10,MC10,"RA4,RA6",PA30-MAT,Algoritmos y procesamiento de señales,PA30-MAT,08/02/2023 10:50,,269
neo_uC270,Matemáticas discretas,15.1,Aplica el análisis de algoritmos iterativos para determinar su complejidad computacional.,MC15,MC15,"RA6,RA4",PA30-MAT,Algoritmos y procesamiento de señales,PA30-MAT,01/02/2023 11:14,,270
neo_uC271,Matemáticas discretas,15.2,Aplica el método del árbol de recurrencia y el teorema maestro para determinar la complejidad de algoritmos recursivos.,MC15,MC15,"RA6,RA4",PA30-MAT,Algoritmos y procesamiento de señales,PA30-MAT,01/02/2023 11:14,,271
neo_uC272,Matemáticas discretas,16.1,Identifica referencias bibliográficas afines al problema para construir el estado del arte.,MC16,MC16,"RA7,RA3",PA30-MAT,Algoritmos y procesamiento de señales,PA30-MAT,08/02/2023 10:50,,272
neo_uC273,Matemáticas discretas,16.2,Interpreta los aportes relevantes de un nuevo concepto para la solución de un problema.,MC16,MC16,"RA7,RA3",PA30-MAT,Algoritmos y procesamiento de señales,PA30-MAT,08/02/2023 10:50,,273
neo_uC274,Modelos de negocios en la sociedad de la información,1.1,Reconoce las TI actuales para soportar procesos gerenciales y empresariales,MC1,MC1,"RA1,RA3",PA43-MOD,Electiva,PA43-MOD,01/02/2023 11:11,,274
neo_uC275,Modelos de negocios en la sociedad de la información,1.2,Reconoce el rol de la TI en modelos de negocios actuales,MC1,MC1,"RA1,RA3",PA43-MOD,Electiva,PA43-MOD,01/02/2023 11:11,,275
neo_uC276,Modelos de negocios en la sociedad de la información,1.3,Reconoce las características de los climas organizacionales actuales que puede soportarse en TI,MC1,MC1,"RA1,RA3",PA43-MOD,Electiva,PA43-MOD,01/02/2023 11:11,,276
neo_uC277,Modelos de negocios en la sociedad de la información,2.1,Identifica los elementos de un modelo de negocios,MC2,MC2,"RA1,RA3,RA7",PA43-MOD,Electiva,PA43-MOD,08/02/2023 11:36,,277
neo_uC278,Modelos de negocios en la sociedad de la información,2.2,"Describe la propuesta de valor de una idea de negocio, en relación con los elementos sociales, económicos, ambientales y tecnológicos del entorno",MC2,MC2,"RA1,RA3,RA7",PA43-MOD,Electiva,PA43-MOD,08/02/2023 11:36,,278
neo_uC279,Modelos de negocios en la sociedad de la información,3.1,Determina los procesos críticos de un negocio y las relaciones con elementos y procesos fuera del mismo,MC3,MC3,"RA1,RA2,RA6",PA43-MOD,Electiva,PA43-MOD,15/02/2023 10:50,,279
neo_uC280,Modelos de negocios en la sociedad de la información,3.2,Analiza el uso de TI más adecuadas para un negocio ,MC3,MC3,"RA1,RA2,RA6",PA43-MOD,Electiva,PA43-MOD,15/02/2023 10:50,,280
neo_uC281,Modelos de negocios en la sociedad de la información,4.1,Enuncia problemas organizacionales que pueden ser solucionados con TI actuales,MC4,MC4,"RA2,RA1",PA43-MOD,Electiva,PA43-MOD,01/02/2023 11:11,,281
neo_uC282,Modelos de negocios en la sociedad de la información,4.2,Establece requerimientos de TI cuya adopción en una organización determina mejoras en los procesos de la misma,MC4,MC4,"RA2,RA1",PA43-MOD,Electiva,PA43-MOD,01/02/2023 11:11,,282
neo_uC283,Modelos de negocios en la sociedad de la información,4.3,Caracteriza la relación entre los stakeholders y las funciones de las TI a adoptar en la organización,MC4,MC4,"RA2,RA1",PA43-MOD,Electiva,PA43-MOD,01/02/2023 11:11,,283
neo_uC284,Modelos de negocios en la sociedad de la información,5.1,Reconoce TI que soporten un modelo de negocios planteado,MC5,MC5,"RA2,RA7",PA43-MOD,Electiva,PA43-MOD,08/02/2023 11:36,,284
neo_uC285,Modelos de negocios en la sociedad de la información,5.2,Establece un sistema de información que relaciona unas TI reconocidas,MC5,MC5,"RA2,RA7",PA43-MOD,Electiva,PA43-MOD,08/02/2023 11:36,,285
neo_uC286,Modelos de negocios en la sociedad de la información,6.1,Reconoce las características de los entornos socioculturales en los que tendrá impacto un negocio basado en TI,MC6,MC6,"RA2,RA7",PA43-MOD,Electiva,PA43-MOD,15/02/2023 10:50,,286
neo_uC287,Modelos de negocios en la sociedad de la información,6.2,Comprende las dinámicas económicas propias del entorno en el que operará un negocio basado en TI,MC6,MC6,"RA2,RA7",PA43-MOD,Electiva,PA43-MOD,15/02/2023 10:50,,287
neo_uC288,Modelos de negocios en la sociedad de la información,6.3,Analiza el posible impacto socioambiental que tendría la puesta en marcha de un negocio basado en TI,MC6,MC6,"RA2,RA7",PA43-MOD,Electiva,PA43-MOD,15/02/2023 10:50,,288
neo_uC289,Modelos de negocios en la sociedad de la información,7.1,Expresar el modelo de negocios de una organización en algún formato estándar,MC7,MC7,"RA3,RA1,RA6",PA43-MOD,Electiva,PA43-MOD,01/02/2023 11:11,,289
neo_uC290,Modelos de negocios en la sociedad de la información,7.2,Sintetiza elementos de modelos de negocios en esquemas que puedan ser comprendidos por la audiencia de la organización,MC7,MC7,"RA3,RA1,RA6",PA43-MOD,Electiva,PA43-MOD,01/02/2023 11:11,,290
neo_uC291,Modelos de negocios en la sociedad de la información,7.3,Comprende documentos que expresan normas y términos de referencia para la formulación de modelos de negocios,MC7,MC7,"RA3,RA1,RA6",PA43-MOD,Electiva,PA43-MOD,01/02/2023 11:11,,291
neo_uC292,Modelos de negocios en la sociedad de la información,8.1,Comprende las acciones y compromisos esperados de su rol en un equipo de trabajo,MC8,MC8,"RA4,RA5",PA43-MOD,Electiva,PA43-MOD,08/02/2023 11:36,,292
neo_uC293,Modelos de negocios en la sociedad de la información,9.1,"Ilustra pautas de tratamiento de datos acorde con la normatividad vigente, para un modelo de negocios que está planteando ",MC9,MC9,"RA4,RA7",PA43-MOD,Electiva,PA43-MOD,15/02/2023 10:50,,293
neo_uC294,Modelos de negocios en la sociedad de la información,9.3,Reconoce la normatividad vigente que regula procesos específicos de determinado proyecto,MC9,MC9,"RA4,RA7",PA43-MOD,Electiva,PA43-MOD,15/02/2023 10:50,,294
neo_uC295,Modelos de negocios en la sociedad de la información,10.1,Argumenta los posibles impactos que se deriven de la ejecución de modelos de negocios planteados,MC10,MC10,"RA4,RA6",PA43-MOD,Electiva,PA43-MOD,01/02/2023 11:11,,295
neo_uC296,Modelos de negocios en la sociedad de la información,10.2,"Identifica la injerencia de las TIC en el estado actual de la sociedad, en términos culturales, ambientales y económicos",MC10,MC10,"RA4,RA6",PA43-MOD,Electiva,PA43-MOD,01/02/2023 11:11,,296
neo_uC297,Modelos de negocios en la sociedad de la información,10.3,Reconoce principales tendencias del desarrollo de TIC,MC10,MC10,"RA4,RA6",PA43-MOD,Electiva,PA43-MOD,01/02/2023 11:11,,297
neo_uC298,Modelos de negocios en la sociedad de la información,11.1,Planea la ejecución de las acciones esperadas de su rol en un equipo de trabajo,MC11,MC11,"RA5,RA7,RA3",PA43-MOD,Electiva,PA43-MOD,08/02/2023 11:36,,298
neo_uC299,Modelos de negocios en la sociedad de la información,12.1,Esquematiza modelos de negocios en formatos estándar,MC12,MC12,"RA5,RA7,RA3",PA43-MOD,Electiva,PA43-MOD,15/02/2023 10:50,,299
neo_uC300,Modelos de negocios en la sociedad de la información,12.2,"Usa herramientas empresariales para la elaboración, revisión, corrección y socialización de modelos de negocios con un equipo de trabajo determinado",MC12,MC12,"RA5,RA7,RA3",PA43-MOD,Electiva,PA43-MOD,15/02/2023 10:50,,300
neo_uC301,Modelos de negocios en la sociedad de la información,13.1,Identifica variables propias de las TIC que determinan las dinámicas económicas,MC13,MC13,"RA6,RA3",PA43-MOD,Electiva,PA43-MOD,01/02/2023 11:11,,301
neo_uC302,Modelos de negocios en la sociedad de la información,14.1,Identifica TI adecuadas para obtener los datos requeridos por la organización,MC14,MC14,"RA6,RA3,RA4",PA43-MOD,Electiva,PA43-MOD,08/02/2023 11:36,,302
neo_uC303,Modelos de negocios en la sociedad de la información,14.2,Propone modelos de datos que aportan información necesaria para la organización,MC14,MC14,"RA6,RA3,RA4",PA43-MOD,Electiva,PA43-MOD,08/02/2023 11:36,,303
neo_uC304,Modelos de negocios en la sociedad de la información,15.1,Examina en el entorno la necesidad o conveniencia de un negocio basado en TI,MC15,MC15,"RA6,RA4",PA43-MOD,Electiva,PA43-MOD,15/02/2023 10:50,,304
neo_uC305,Modelos de negocios en la sociedad de la información,15.2,Investiga el impacto que TI han tenido en determinados entornos,MC15,MC15,"RA6,RA4",PA43-MOD,Electiva,PA43-MOD,15/02/2023 10:50,,305
neo_uC306,Modelos de negocios en la sociedad de la información,16.1,"Identifica fuentes de información confiables sobre tendencias, marcos de referencia, normatividad",MC16,MC16,"RA7,RA3",PA43-MOD,Electiva,PA43-MOD,01/02/2023 11:11,,306
neo_uC307,Modelos de negocios en la sociedad de la información,16.2,Actualiza sus conocimientos sobre tendencias de TIC,MC16,MC16,"RA7,RA3",PA43-MOD,Electiva,PA43-MOD,01/02/2023 11:11,,307
neo_uC308,Modelos de negocios en la sociedad de la información,17.1,Identifica necesidades del entorno que pueden ser solucionadas con ideas de negocios basadas en TI,MC17,MC17,"RA7,RA4,RA5",PA43-MOD,Electiva,PA43-MOD,08/02/2023 11:36,,308
neo_uC309,Modelos de negocios en la sociedad de la información,17.2,Estima su conocimiento sobre un entorno determinado sobre el cual aplicar conocimientos de modelos de negocios,MC17,MC17,"RA7,RA4,RA5",PA43-MOD,Electiva,PA43-MOD,08/02/2023 11:36,,309
neo_uC310,Modelos de negocios en la sociedad de la información,17.3,Reconoce el emprendimiento como una perspectiva de ejercicio profesional,MC17,MC17,"RA7,RA4,RA5",PA43-MOD,Electiva,PA43-MOD,08/02/2023 11:36,,310
neo_uC311,Programación orientada a objetos,1.1,Reconoce que las organizaciones padecen problemas que pueden ser resueltos usando tecnologías,MC1,MC1,"RA1,RA3",PA33-PRO,Ingeniería de Software,PA33-PRO,07/03/2023 9:29,,311
neo_uC312,Programación orientada a objetos,1.2,Reconoce que la ingeniería posee herramientas para resolver cierta clase de problemas ,MC1,MC1,"RA1,RA3",PA33-PRO,Ingeniería de Software,PA33-PRO,07/03/2023 9:29,,312
neo_uC313,Programación orientada a objetos,1.3,Reconoce que un problema puede poseer multiples soluciones y que en ciertos contextos unas son más optimas que otras,MC1,MC1,"RA1,RA3",PA33-PRO,Ingeniería de Software,PA33-PRO,07/03/2023 9:29,,313
neo_uC314,Programación orientada a objetos,3.1,Reconoce la necesidad de usar modelos para comprender problemas de informática,MC3,MC3,"RA1,RA2,RA6",PA33-PRO,Ingeniería de Software,PA33-PRO,07/03/2023 9:41,,314
neo_uC315,Programación orientada a objetos,3.2,Identifica el uso de modelos como práctica de la ingeniería,MC3,MC3,"RA1,RA2,RA6",PA33-PRO,Ingeniería de Software,PA33-PRO,07/03/2023 9:41,,315
